Date	VTI
2018-09-24	150.610001
2018-09-25	150.529999
2018-09-26	149.949997
2018-09-27	150.300003
2018-09-28	149.649994
2018-10-01	149.880005
2018-10-02	149.66000400000001
2018-10-03	149.860001
2018-10-04	148.58999599999999
2018-10-05	147.630005
2018-10-08	147.520004
2018-10-09	147.259995
2018-10-10	142.570007
2018-10-11	139.529999
2018-10-12	141.369995
2018-10-15	140.740005
2018-10-16	143.83999599999999
2018-10-17	143.800003
2018-10-18	141.720001
2018-10-19	141.350006
2018-10-22	140.78999299999998
2018-10-23	139.96000700000002
2018-10-24	135.610001
2018-10-25	138.16000400000001
2018-10-26	135.770004
2018-10-29	135.020004
2018-10-30	137.130005
2018-10-31	138.559998
2018-11-01	140.130005
2018-11-02	139.559998
2018-11-05	140.240005
2018-11-06	141.03999299999998
2018-11-07	143.919998
2018-11-08	143.639999
2018-11-09	142.169998
2018-11-12	139.440002
2018-11-13	139.240005
2018-11-14	138.220001
2018-11-15	139.779999
2018-11-16	140.080002
2018-11-19	137.649994
2018-11-20	135.199997
2018-11-21	135.860001
2018-11-23	135.130005
2018-11-26	137.229996
2018-11-27	137.399994
2018-11-28	140.600006
2018-11-29	140.33999599999999
2018-11-30	141.350006
2018-12-03	143.0
2018-12-04	138.330002
2018-12-06	138.16000400000001
2018-12-07	134.899994
2018-12-10	135.050003
2018-12-11	135.020004
2018-12-12	135.78999299999998
2018-12-13	135.46000700000002
2018-12-14	133.119995
2018-12-17	130.279999
2018-12-18	130.240005
2018-12-19	128.240005
2018-12-20	126.16999799999999
2018-12-21	123.489998
2018-12-24	119.699997
2018-12-26	125.459999
2018-12-27	126.589996
2018-12-28	126.43
2018-12-31	127.629997
2019-01-02	127.730003
2019-01-03	124.769997
2019-01-04	128.899994
2019-01-07	130.199997
2019-01-08	131.53999299999998
2019-01-09	132.16000400000001
2019-01-10	132.809998
2019-01-11	132.83999599999999
2019-01-14	132.0
2019-01-15	133.440002
2019-01-16	133.820007
2019-01-17	134.899994
2019-01-18	136.649994
2019-01-22	134.779999
2019-01-23	134.919998
2019-01-24	135.199997
2019-01-25	136.470001
2019-01-28	135.470001
2019-01-29	135.279999
2019-01-30	137.320007
2019-01-31	138.529999
2019-02-01	138.729996
2019-02-04	139.720001
2019-02-05	140.300003
2019-02-06	140.16000400000001
2019-02-07	138.830002
2019-02-08	138.970001
2019-02-11	139.259995
2019-02-12	141.0
2019-02-13	141.440002
2019-02-14	141.190002
2019-02-15	142.740005
2019-02-19	143.020004
2019-02-20	143.320007
2019-02-21	142.830002
2019-02-22	143.770004
2019-02-25	143.979996
2019-02-26	143.71000700000002
2019-02-27	143.759995
2019-02-28	143.46000700000002
2019-03-01	144.419998
2019-03-04	143.75
2019-03-05	143.479996
2019-03-06	142.389999
2019-03-07	141.279999
2019-03-08	140.990005
